tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,declaraRenta
TI,5098238522,Gabriela Perez,23091973,66,30,66,25,0
TI,6158609563,Ana Cifuentes,13111972,17,54,17,50,0
TI,6605040667,Melissa Rodríguez,25111970,91,26,91,93,0
CC,0748809223,Carlos Hurtado,10021972,15,19,15,93,0
TI,3587442970,Carlos Cifuentes,26071971,25,11,25,100,0
TI,7176738094,Daniela López,20041973,97,87,97,83,0
CC,4821543231,Ana Cifuentes,13081970,5,16,5,4,0
CC,5958151399,María Murillo,28061971,97,1,97,68,0
CC,2514921914,Marcela Perez,27121969,91,42,91,87,0
CC,5461648057,María Murillo,22121971,73,52,73,50,0
CE,7476848054,Sofía Castaneda,11041971,81,99,81,50,0
CE,2491556768,Sofía Hurtado,25081971,19,95,19,11,0
CC,3109329308,Daniela López,12121971,99,16,99,88,0
CE,1866940976,Ana Cartagena,05021971,27,68,27,87,0
CE,5392666722,María López,09081970,73,99,73,35,0
CE,8198706838,Daniela Murillo,02081971,54,90,54,54,0
CE,0787859773,Sofía Rodríguez,02011971,13,3,13,100,0
TI,3836208643,Laura Hernández,14101972,66,21,66,50,0
CE,0537967125,Luis Cartagena,14081972,27,1,27,38,0
TI,4431414815,Manuela López,14111972,81,38,81,21,0
CE,9767143468,Daniela Hurtado,22071972,44,20,44,43,0
CE,5949462017,David López,28061972,15,38,15,55,0
CC,7442336552,María González,27031972,99,29,99,53,0
CE,4912340721,Laura Martínez,26061971,88,35,88,38,0
CC,4736520447,Marcela Perez,21081970,15,42,15,99,0
CE,9108136961,Melissa Martínez,14051972,91,3,91,30,0
TI,3255632955,Ana Cartagena,23081971,23,41,23,34,0
CE,4935091261,Gabriela Perez,12081971,20,10,20,94,0
CE,1298220782,Gabriela Hurtado,04121967,85,34,85,32,0
TI,3664877162,Sofía López,16081972,47,73,47,62,0
CE,3104273914,Ana Hernández,09061971,76,62,76,51,0
CC,6068290377,Sofía Cartagena,12021968,99,50,99,60,0
TI,3277966664,Luis Rodríguez,17101972,95,20,95,67,0
TI,2239319796,Miguel González,09051973,76,74,76,35,0
TI,6610165026,Sofía Hernández,15031969,91,54,91,92,0
CE,6907418268,Melissa López,26101971,63,81,63,94,0
CC,0799344811,Marcela Hurtado,15071968,85,99,85,78,0
CC,7282903443,Gabriela González,01091973,86,77,86,100,0
CE,4617220470,Gabriela Hurtado,15071968,70,65,70,53,0
CC,7220470749,María Martínez,19091970,68,94,68,83,0
CC,1110911595,Carlos Cartagena,16121967,54,87,54,25,0
CE,3418496004,Daniela Hurtado,27061970,19,58,19,26,0
TI,7557453638,Ana Rodríguez,13011971,44,38,44,98,0
CE,3537609990,Manuela González,28081971,19,100,19,40,0
CC,7234958901,Daniela López,28121968,17,30,17,36,0
TI,5026619435,Luis Hernández,22051971,70,3,70,83,0
CE,9365169499,Marcela Murillo,02061971,17,45,17,58,0
TI,5587196367,Manuela Hurtado,15061972,73,25,73,20,0
CE,0790924935,Sofía Hernández,17041971,5,78,5,4,0
TI,2030499910,Melissa López,08081969,17,38,17,38,0
CE,7899598464,Manuela González,25031970,50,75,50,15,0
CC,3155453926,Sofía Hurtado,11051973,99,93,99,67,0
TI,9797991872,Carlos Hernández,07071969,99,1,99,86,0
TI,1139544419,Sofía Perez,18051970,41,34,41,31,0
TI,2573513836,Melissa González,18121970,27,24,27,87,0
TI,1576495730,Luis Murillo,21091971,50,98,50,100,0
CE,2630982760,Gabriela Hurtado,21121969,5,15,5,47,0
TI,6370974834,Juan Cartagena,08041969,23,62,23,77,0
CC,2326019958,María Murillo,20111972,27,53,27,92,0
CE,3141752864,Luis Cartagena,10051973,95,95,95,83,0
CC,2784763994,Miguel Martínez,06081971,25,88,25,3,0
CC,2103459280,Daniela González,17081970,81,20,81,59,0
TI,0051733276,Juan Castaneda,08021970,85,97,85,31,0
TI,5647370671,Juan Cifuentes,09051971,86,95,86,59,0
CE,2952711183,Daniela Martínez,28111964,63,24,63,3,0
CC,5220542214,Juan Hurtado,06031971,50,40,50,29,0
TI,0383390729,María Murillo,09031968,63,55,63,81,0
CC,7040361412,María Cifuentes,09031965,85,13,85,95,0
CE,3558896616,María Cartagena,21111970,20,58,20,11,0
TI,2337219043,Manuela Cifuentes,02011973,97,92,97,93,0
TI,3558669167,Ana Rodríguez,16051969,23,6,23,90,0
CC,7875765944,Laura López,04111969,18,3,18,58,0
CC,4622880195,Laura Cifuentes,27111969,88,22,88,59,0
CC,5084721643,Juan Martínez,11121970,11,41,11,81,0
TI,9723464075,David Martínez,05091968,70,25,70,11,0
CC,0725020897,Melissa López,20111969,47,16,47,22,0
TI,8489188958,Melissa González,25061970,18,44,18,24,0
TI,7131288766,Daniela González,18101971,95,59,95,13,0
TI,7331842515,Carlos Perez,16041970,47,73,47,79,0
CC,0515021950,David Castaneda,04041971,95,4,95,6,0
CE,7833338058,Luis García,11061970,13,68,13,41,0
TI,2360845885,Juan Castaneda,18011966,8,16,8,41,0
CC,0078235103,Sofía García,28041971,85,3,85,4,0
CE,5509680520,Daniela Cartagena,03121970,54,43,54,6,0
TI,8055154021,María Cifuentes,22111970,91,26,91,54,0
CE,4865134226,María Hurtado,23091971,91,87,91,35,0
CE,6928478319,Melissa Castaneda,13011961,27,88,27,4,0
CC,2785212613,Manuela Martínez,03121964,86,31,86,59,0
CC,4718454841,David Cifuentes,27111966,86,73,86,22,0
CE,8092698392,Carlos Rodríguez,09111967,47,35,47,92,0
CE,1802399826,Miguel Hernández,07041970,19,2,19,13,0
CC,3961431305,Juan Perez,14121965,95,52,95,20,0
CC,5129221166,Laura López,05101969,66,81,66,13,0
CC,2831410176,Luis Rodríguez,17091971,11,34,11,86,0
CE,8014210196,Miguel Hurtado,28031971,54,30,54,44,0
TI,4203436012,Miguel Rodríguez,01041970,44,36,44,13,0
CE,9134647092,Miguel Hurtado,16021969,94,68,94,35,0
CC,5032289382,Gabriela López,10061972,23,100,23,68,0
TI,2790578362,Gabriela Castaneda,08041972,94,99,94,25,0
TI,7941558453,Daniela Martínez,03061970,23,53,23,67,0
CE,5862185883,Luis González,26011970,47,31,47,68,0
CE,9341567403,Marcela González,14041972,15,81,15,51,0
CC,4373006833,Gabriela López,19051967,85,42,85,16,0
CC,3063465996,Manuela Murillo,21081970,94,78,94,40,0
CC,5065093007,Juan García,20121968,54,65,54,87,0
CC,2336826245,Laura Perez,16041969,27,67,27,38,0
TI,5707979394,Laura Cifuentes,01011963,70,24,70,88,0
CC,1067500417,Laura García,06071963,76,44,76,34,0
CE,9064870025,Melissa Hernández,12091966,52,100,52,79,0
CE,2930613830,Marcela Rodríguez,10121971,17,30,17,36,0
TI,6559610708,Juan López,11101968,47,22,47,4,0
CE,1801453775,Marcela Martínez,04061969,91,1,91,41,0
CC,2464548486,Luis Hurtado,21021970,47,16,47,100,0
CE,8730831477,Marcela López,01021958,50,51,50,60,0
TI,9176293491,Daniela Martínez,26111966,13,25,13,44,0
CC,6837678102,Carlos López,26101968,91,25,91,65,0
CC,3524067929,María Hernández,18081967,18,59,18,87,0
TI,5536976897,Miguel Martínez,22081969,23,92,23,95,0
TI,6111590257,Laura Murillo,12121966,85,24,85,38,0
CC,2295251120,María Martínez,25081965,54,13,54,25,0
CE,0988407369,Daniela Castaneda,08121967,47,97,47,41,0
CE,5393771295,Ana Cartagena,15091964,27,93,27,2,0
TI,5943216760,Ana Cifuentes,19021970,20,42,20,32,0
CC,8003645941,María González,17011970,18,16,18,36,0
TI,5126073338,Sofía Castaneda,23041971,76,1,76,62,0
TI,7753049524,Luis Castaneda,06031970,81,92,81,3,0
CE,2806759626,Ana González,09051965,27,35,27,51,0
TI,2804816454,Daniela Cartagena,22051968,52,47,52,45,0
TI,0917362896,Carlos Castaneda,26091971,13,68,13,98,0
CE,6386488671,María López,21061967,27,35,27,32,0
TI,5593504535,Marcela Cifuentes,11061967,20,60,20,47,0
CE,0321490821,María Perez,04021968,63,51,63,90,0
CE,3631428302,Ana Cartagena,10081966,66,4,66,32,0
CC,2098156792,Miguel Cifuentes,19051973,19,92,19,52,0
CE,9660180202,Miguel López,16061966,50,29,50,55,0
CC,7883107818,Carlos Cartagena,21041968,63,20,63,20,0
TI,4628852867,Sofía Hurtado,20101970,41,91,41,44,0
CC,4366592696,Manuela García,17091970,17,75,17,38,0
TI,9559046668,María Martínez,24081966,88,95,88,44,0
TI,2195613017,Luis Cifuentes,17081968,11,11,11,34,0
CE,3682832517,Daniela Perez,27051967,63,67,63,38,0
CE,5952583150,Gabriela Murillo,05071969,91,25,91,73,0
CE,9155053168,Laura Castaneda,22031970,70,30,70,99,0
CC,8695837449,Marcela Cartagena,07071962,73,43,73,32,0
TI,4775772666,Daniela Martínez,25081968,44,25,44,53,0
CE,6189016007,Sofía Cartagena,14081971,41,41,41,68,0
CE,5137615443,Miguel González,26041966,94,15,94,58,0
CC,3746309486,Manuela Rodríguez,19061969,73,83,73,50,0
TI,6034044950,Sofía Rodríguez,11021967,18,100,18,88,0
CC,8660498608,Melissa López,11011970,81,31,81,55,0
CE,6520266740,Sofía López,09071967,17,73,17,30,0
TI,7146726509,Marcela Martínez,23021968,70,54,70,100,0
CE,8276898484,Ana Perez,10111971,8,10,8,86,0
CE,6849249345,Luis Martínez,02091971,70,26,70,81,0
TI,2343205086,Manuela Hernández,11101964,68,10,68,26,0
CE,7727986125,María Cifuentes,22101968,63,4,63,34,0
CE,5067382735,Laura González,27011968,97,90,97,62,0
CE,9301192267,Daniela García,01031968,99,94,99,15,0
CC,6093716186,Sofía González,23051967,63,91,63,35,0
CE,9541271533,Miguel Cartagena,27021969,54,35,54,68,0
CC,1159191611,Luis Perez,03031972,47,90,47,4,0
CC,0543302093,Luis López,06021970,68,36,68,58,0
CC,6609890766,Miguel González,14021968,85,19,85,31,0
CC,6894015409,Marcela Hurtado,05011969,8,54,8,38,0
CE,8468644746,Daniela Murillo,06091969,8,20,8,40,0
CE,9226639198,Manuela Hernández,17061968,20,30,20,98,0
TI,3090930719,María Cifuentes,25061962,18,43,18,19,0
CE,8008410441,Melissa Cifuentes,18031971,95,62,95,31,0
CC,6709394081,María García,04051967,97,19,97,95,0
CE,4442215703,Ana López,21041969,15,21,15,15,0
CC,5060146307,Manuela Rodríguez,10071967,20,99,20,19,0
CC,3239436280,Miguel Perez,07021968,5,35,5,15,0
CE,7248419944,Luis Cifuentes,21021963,15,2,15,95,0
CE,8733342377,Luis García,03061968,85,77,85,87,0
TI,8731393375,Gabriela Rodríguez,28031970,76,45,76,34,0
CC,2230777248,Juan López,12031971,13,22,13,95,0
TI,0526124030,Ana Perez,22111970,68,32,68,75,0
TI,9039879207,Luis Hurtado,03061971,81,24,81,91,0
CC,3617097509,Juan Murillo,03111965,23,83,23,54,0
CC,2267514263,Juan Hernández,06031963,81,20,81,32,0
TI,3648543953,Luis García,09051959,50,78,50,40,0
CC,5537607093,Sofía Castaneda,05051963,94,97,94,87,0
TI,6949908596,Melissa Perez,07041969,94,78,94,87,0
CE,1066942642,Sofía Martínez,12081968,18,19,18,25,0
CC,0877062415,Laura Hurtado,15051970,88,47,88,62,0
CE,0361850750,María González,15011970,18,73,18,47,0
CE,9661369605,Miguel García,27011963,44,86,44,13,0
CC,0588332968,Laura González,13031963,15,4,15,45,0
TI,6501680518,Carlos Castaneda,27101967,5,92,5,21,0
CC,9878579223,Melissa Cartagena,27081963,18,16,18,59,0
TI,7976152063,Carlos Castaneda,08051963,13,38,13,15,0
TI,1670338487,Carlos Perez,20011967,66,25,66,32,0
TI,8566371116,Manuela González,21121963,86,40,86,99,0
CE,9670798900,Daniela Cartagena,02091961,68,43,68,92,0
CC,6850987104,Miguel López,03061969,68,50,68,58,0
TI,5419260330,Carlos García,28121967,54,91,54,73,0
CE,5283298759,Daniela Martínez,16121966,15,97,15,51,0
TI,8780422083,Gabriela López,20031963,41,58,41,45,0
CE,9610528975,Juan Cartagena,09091968,23,29,23,59,0
CE,5937906341,Melissa Hernández,10101960,15,60,15,52,0
CE,7382601533,Carlos Cartagena,12121966,52,32,52,83,0
CE,6825345193,Gabriela Hernández,01031969,20,53,20,41,0
CE,4013388436,María Hernández,17061969,13,60,13,83,0
TI,2774181190,Marcela Castaneda,21091969,25,93,25,13,0
TI,2475129496,Ana González,27061966,91,54,91,11,0
CC,6472211537,Manuela López,25121965,66,94,66,93,0
TI,7362874439,María Hurtado,06081967,94,95,94,45,0
CE,8163267160,David Murillo,14101966,63,26,63,44,0
CC,9391808204,Marcela López,25101965,50,40,50,97,0
CC,7152577602,Sofía Perez,09031968,47,65,47,30,0
CE,6726255436,Gabriela Castaneda,22111970,19,54,19,59,0
CC,7093796431,Marcela González,24031964,15,10,15,44,0
CC,3095404027,Juan González,11081971,63,38,63,58,0
CE,6741426519,Miguel Cifuentes,15011971,70,68,70,99,0
CC,0462982106,Juan Murillo,03031969,94,41,94,94,0
TI,5671551663,Sofía Perez,18081970,18,67,18,54,0
TI,0522639880,Gabriela Martínez,26071969,25,13,25,86,0
CC,1575745734,Carlos Murillo,10051971,8,65,8,45,0
CC,3211266975,Daniela Murillo,27101969,54,100,54,3,0
CC,2700302127,Laura Hernández,18011969,54,31,54,65,0
CE,8966909047,Luis López,09111963,19,47,19,1,0
CE,1894460023,David Hernández,01121962,70,2,70,54,0
TI,7928703312,Manuela Murillo,26101970,41,10,41,68,0
CE,7201098716,Sofía González,16051970,88,93,88,52,0
CE,5448852074,Melissa Rodríguez,22011961,73,44,73,88,0
CC,4474611429,Carlos Perez,09051969,70,67,70,11,0
TI,8736011700,Marcela González,18101965,86,45,86,4,0
CC,1608313635,Miguel González,16021965,76,99,76,83,0
TI,5354668344,Daniela Hurtado,28061970,88,74,88,13,0
CC,6597603893,Manuela Hurtado,15061971,44,21,44,2,0
CE,0192053176,Manuela Martínez,06091958,76,88,76,32,0
TI,4536585527,David González,01071961,25,67,25,54,0
TI,8768191775,Melissa Martínez,19021962,5,6,5,94,0
CC,3832296524,Miguel Castaneda,05101963,73,47,73,81,0
CE,3281300729,Ana Cartagena,19031964,44,65,44,29,0
CE,8700643951,Laura Rodríguez,07111965,76,59,76,6,0
TI,9230118088,Laura Rodríguez,09031965,8,87,8,90,0
TI,4955351425,Sofía Castaneda,24011962,17,11,17,68,0
CE,3692064497,Juan Cartagena,07041965,81,13,81,32,0
TI,5101035698,Manuela Murillo,07031969,91,26,91,65,0
CC,8614365631,Laura Perez,01021965,47,2,47,58,0
TI,7830992503,Carlos López,22091962,15,4,15,51,0
CC,3776207111,Daniela Hernández,05031968,66,21,66,19,0
CC,6347758577,Carlos López,04021967,85,83,85,83,0
TI,1570880059,María Cifuentes,23021969,91,100,91,68,0
CC,2170499781,Daniela López,07081961,18,90,18,94,0
CE,0591619816,Miguel González,08081969,25,40,25,55,0
TI,9768713519,Gabriela Hurtado,04031967,47,10,47,4,0
CE,3591123765,David Cifuentes,14041968,5,53,5,50,0
CC,6900556765,Laura López,27111968,68,25,68,92,0
TI,9520333902,Melissa Castaneda,23061968,91,34,91,15,0
TI,1452819867,Carlos Hurtado,15091967,19,99,19,58,0
TI,2788021438,Laura Cartagena,13101971,73,16,73,62,0
CC,4949602476,María Castaneda,05081970,66,93,66,36,0
TI,2041226998,Laura Hurtado,11061970,13,83,13,36,0
TI,5513988476,Sofía Hurtado,28101972,20,86,20,79,0
TI,3768036439,Marcela Perez,24111963,44,94,44,11,0
TI,4675279050,Carlos Rodríguez,14051966,8,19,8,21,0
CC,3384502515,María Martínez,27071970,13,99,13,10,0
TI,5993858300,Laura Martínez,01091958,11,92,11,92,0
CC,3775100929,Laura Hernández,26021972,47,6,47,99,0
TI,7807277094,Laura Hernández,22011968,85,25,85,10,0
TI,5436655026,Melissa García,23051966,99,38,99,42,0
CC,7898936682,Laura García,12021963,19,2,19,15,0
CC,0487784915,Melissa Hurtado,06021967,85,74,85,15,0
CC,1798240739,Carlos López,05091970,76,93,76,26,0
CC,9648926151,Manuela Hurtado,21051967,19,58,19,47,0
CC,3352894992,Juan Hernández,16051956,73,29,73,35,0
CC,6483384110,Gabriela Hurtado,08101958,23,47,23,62,0
TI,7107670552,Sofía Murillo,03071959,19,31,19,98,0
CC,3456894027,Laura Cartagena,08051953,44,31,44,3,0
TI,5176940379,Juan Murillo,18121958,23,87,23,91,0
TI,2809651692,Marcela Rodríguez,20091959,41,41,41,31,0
CC,6664673098,Melissa Cifuentes,22031959,8,29,8,15,0
CE,6398489688,Luis Martínez,13071957,20,6,20,54,0
TI,6395441156,Carlos Hernández,03081958,68,51,68,13,0
TI,0726233820,Sofía González,10101962,27,44,27,10,0
CC,3538255737,Marcela Hernández,15101968,52,41,52,10,0
CC,8529880574,Ana Cifuentes,23061967,73,54,73,44,0
TI,1237871889,María Cartagena,19111966,76,92,76,83,0
TI,6043295348,Laura Perez,27071967,17,100,17,26,0
TI,2571726592,Carlos Hurtado,28101940,54,44,54,44,0
TI,9434020894,Melissa Hurtado,25071968,19,67,19,20,0
CE,0232859797,Miguel García,21121964,86,22,86,52,0
CE,9838261310,Daniela Hurtado,02081957,73,21,73,24,0
CC,8237845291,Manuela Rodríguez,25091953,63,20,63,51,0
CC,4598347131,Laura López,03041959,88,68,88,77,0
CE,3601079177,David Cartagena,17111963,17,58,17,44,0
TI,5108507488,Melissa Rodríguez,06081964,17,36,17,75,0
CC,0664541886,Luis García,22121967,50,40,50,83,0
CC,5475791065,David López,19091956,88,32,88,88,0
TI,0380805085,Luis Murillo,20121960,88,1,88,74,0
TI,9673723940,Laura Rodríguez,02041963,20,6,20,38,0
TI,4080942768,Sofía López,09051969,25,87,25,10,0
CE,2198931975,Laura Cifuentes,27031967,5,52,5,52,0
CC,2388582497,Laura López,26091964,76,98,76,30,0
CE,5833965215,David González,12081962,73,91,73,3,0
TI,3826071764,María López,08101965,97,98,97,16,0
CC,3948530400,Carlos López,10071965,18,10,18,60,0
TI,4953369932,Daniela López,26091965,54,45,54,53,0
CE,2185934254,Manuela Hernández,08101962,13,81,13,90,0
CC,1604943873,Luis Martínez,07111955,13,99,13,51,0
CC,2868476251,Juan García,07011963,73,45,73,94,0
CC,1488767476,Melissa Castaneda,11101955,91,53,91,43,0
CE,7873142149,Gabriela Hernández,21091967,54,55,54,2,0
CC,2078234792,María Hurtado,09111968,86,79,86,58,0
CC,4964013959,María González,15101969,95,78,95,91,0
CC,9188689716,María Murillo,04101968,15,78,15,51,0
CE,6471561322,María Hernández,27121967,13,98,13,45,0
TI,5020986304,Gabriela Cifuentes,01011963,94,100,94,68,0
CE,5652285686,Miguel Cartagena,12011950,91,73,91,81,0
TI,7429240129,David López,20041961,54,60,54,1,0
TI,4899002834,María Hurtado,27051960,23,90,23,65,0
CC,3546303982,María Perez,09081954,23,50,23,51,0
TI,5687492550,Laura Murillo,09061964,70,19,70,44,0
TI,9481499568,Daniela López,02091971,73,78,73,30,0
CC,9587616869,Manuela Rodríguez,12091966,86,22,86,77,0
CE,0057216425,Manuela Hernández,12031966,85,21,85,52,0
TI,5625700750,Juan Martínez,27111964,95,74,95,87,0
CC,0078465874,Marcela Castaneda,12021967,23,35,23,4,0
CE,8586659293,María Cifuentes,02051961,63,54,63,41,0
CE,5941701120,Gabriela Cifuentes,16091959,20,74,20,6,0
TI,9341636379,Marcela Cifuentes,13031962,15,42,15,67,0
CC,1432612902,Sofía Hernández,14071947,73,54,73,2,0
CC,2164075087,Manuela Cartagena,23091971,70,24,70,31,0
CC,2731528714,Melissa Castaneda,23071972,94,1,94,53,0
TI,3589450297,María López,06011965,18,21,18,58,0
CE,1965055009,Marcela Castaneda,09101961,86,100,86,73,0
CC,6420089574,David García,17041960,5,30,5,54,0
TI,2234438491,Miguel Rodríguez,03091962,25,24,25,11,0
CE,0330705730,Juan Castaneda,13111970,41,29,41,78,0
CE,3696286950,Marcela López,18111965,44,51,44,95,0
CE,0409797377,Carlos Rodríguez,27111968,81,60,81,75,0
CE,4839884145,María Castaneda,02021956,50,92,50,98,0
TI,1442968348,Gabriela González,21091965,23,95,23,95,0
CE,4562311889,Gabriela Martínez,17051955,94,11,94,77,0
CE,3262512348,Miguel González,24111955,17,97,17,62,0
TI,0732277165,Daniela Cartagena,27071951,63,88,63,90,0
CC,5319038762,Daniela Rodríguez,04121966,47,4,47,81,0
CE,4429968583,María Hernández,02021960,70,91,70,73,0
CE,7620221468,Luis Hurtado,10071968,94,92,94,38,0
CC,7383290173,Carlos González,04101966,50,97,50,52,0
CC,4867155883,Sofía Cartagena,02091968,97,67,97,32,0
CE,4971283297,Melissa Murillo,03071970,54,52,54,38,0
TI,7944935551,Gabriela Cartagena,23101961,17,81,17,60,0
CC,7765846613,Daniela Hurtado,03111958,97,36,97,87,0
CC,4305245146,Luis Perez,18061967,85,53,85,40,0
TI,1186694374,Miguel Castaneda,23051964,27,74,27,44,0
CE,6047801708,Juan Cartagena,28051970,95,95,95,11,0
TI,1881566399,Carlos Rodríguez,06111970,66,79,66,45,0
TI,1997025307,Daniela Cifuentes,25051962,23,22,23,68,0
CC,4434650201,Miguel Hurtado,15101961,20,94,20,65,0
CC,4371947074,Juan Perez,03061954,19,51,19,15,0
CC,5755326504,Carlos Castaneda,11121960,27,81,27,19,0
CC,6867113778,David Murillo,21121962,44,21,44,10,0
CE,5311635728,Sofía Castaneda,22041966,68,30,68,99,0
CC,8906191926,David González,05051968,5,58,5,34,0
CE,3117902183,Juan Perez,16041968,19,3,19,42,0
CE,1795658937,Marcela Hernández,22081965,52,38,52,50,0
CC,5837776425,Juan Martínez,20021951,25,29,25,19,0
TI,3383332739,Luis Cifuentes,12051966,54,3,54,54,0
CC,4920394438,Ana López,06031968,5,99,5,43,0
TI,7308729613,Ana Hernández,04021962,76,26,76,38,0
TI,4899764389,Sofía Perez,17061969,20,55,20,1,0
CC,6532962647,Juan García,21081962,94,62,94,78,0
CE,5384347727,María Murillo,05011968,18,99,18,93,0
CE,6365155069,David Cifuentes,13031945,94,22,94,75,0
CE,6802861958,Laura Perez,19071964,73,91,73,97,0
CC,7202539970,David Hernández,12111957,15,95,15,36,0
CC,9995686372,Miguel Martínez,06031965,25,99,25,67,0
CE,0532582444,Gabriela Cifuentes,13031959,27,16,27,3,0
CC,4725746589,Juan García,24041964,44,31,44,54,0
CE,5415721921,Juan Martínez,04051967,95,98,95,15,0
CC,7026214691,Carlos González,20021963,81,24,81,10,0
CE,3526716776,Manuela Martínez,04111967,13,55,13,90,0
TI,0486961293,Melissa González,26101959,97,81,97,65,0
TI,5479565935,Miguel Perez,03021958,18,87,18,88,0
TI,5591666705,María Cifuentes,23111966,73,30,73,41,0
TI,8288016811,Ana Hernández,23111964,18,91,18,25,0
TI,0530706164,Carlos Castaneda,18051967,54,31,54,55,0
CC,6576442513,María Cifuentes,10091969,44,73,44,35,0
CC,3410346118,Ana Perez,20021967,94,36,94,38,0
TI,5705849674,Melissa Hernández,27061966,19,52,19,21,0
CC,2216475848,Juan González,18081966,13,2,13,41,0
TI,9460930520,David López,14061957,97,24,97,98,0
TI,9688430655,Juan Castaneda,23111968,19,95,19,20,0
CE,2882166503,Melissa Martínez,17081961,47,79,47,42,0
CE,9879411521,Sofía García,16081964,76,25,76,16,0
CC,0405324951,Juan Murillo,05051955,66,51,66,47,0
CC,8668337982,Laura Hurtado,08111965,5,95,5,6,0
CC,1483926181,María Rodríguez,14031961,66,52,66,29,0
CE,4456746061,Carlos Martínez,04051961,27,47,27,16,0
CC,7788703580,Melissa López,27011962,23,26,23,93,0
CC,1958036306,Carlos López,14111970,19,15,19,41,0
TI,6888365211,Laura Cifuentes,09031955,81,75,81,25,0
CC,0768039009,Miguel García,07091964,66,78,66,52,0
CE,0059041783,Marcela Murillo,07121968,52,36,52,19,0
CC,4009661707,Daniela López,21091965,97,91,97,91,0
CE,3462094618,Ana López,13011946,18,77,18,29,0
CC,7940611266,Luis González,03081960,76,98,76,51,0
CE,4274823617,Manuela Cartagena,12031961,95,47,95,51,0
CC,2821739395,David Martínez,21071955,91,92,91,29,0
CE,5953968114,Melissa García,04081954,86,16,86,97,0
TI,3254019557,Carlos Martínez,18021940,44,87,44,79,0
